vessel_id,received_time_utc,latitude,longitude
5091,49:02.0,27.27944,-15.42113
5091,12:41.0,26.49329,-15.91198
5091,29:11.0,27.34242,-15.38329
5091,49:32.0,26.5592,-15.86189
5091,31:01.0,26.96239,-15.60065
5091,07:51.0,27.41141,-15.34341
5091,51:00.0,27.08845,-15.53988
5091,37:22.0,26.59148,-15.83157
5091,39:32.0,27.50502,-15.28868
5091,09:42.0,26.844,-15.66554
5091,07:39.0,26.32062,-16.01052
5091,01:40.0,26.69483,-15.76274
5091,18:31.0,27.1893,-15.47981
5091,33:31.0,26.95455,-15.60498
5091,49:42.0,26.9049,-15.63205
5091,44:21.0,26.7499,-15.738
5091,30:40.0,26.43631,-15.94234
5091,31:31.0,27.33516,-15.38776
5091,09:42.0,27.02925,-15.56766
5091,21:10.0,27.18128,-15.48539
5091,25:01.0,26.62383,-15.80193
5091,29:41.0,19.46947,-18.19725
5091,51:01.0,26.55526,-15.86565
4378,00:05.0,26.28065,53.79645
5091,45:21.0,27.48561,-15.29977
5091,51:00.0,26.37263,-15.97878
5091,30:05.0,19.69258,-18.18587
5091,00:08.0,19.57926,-18.19163
5091,13:01.0,26.83571,-15.67379
5091,49:10.0,25.80131,-16.28805
5291,52:00.0,6.29505,82.13824
5091,28:22.0,25.09492,-16.66849
5091,25:12.0,25.48563,-16.44606
4378,30:26.0,26.10587,55.35255
5091,35:31.0,26.23225,-16.06043
5091,30:13.0,18.38149,-18.25396
4378,20:53.0,26.105917,55.3161
5091,15:22.0,25.91162,-16.23246
5091,35:32.0,26.03933,-16.16374
5091,15:21.0,25.7137,-16.33016
5091,23:30.0,10.90549,-17.8199
5091,51:11.0,25.59543,-16.38092
5091,05:41.0,25.35608,-16.52026
5091,00:21.0,18.27377,-18.25943
5091,29:42.0,18.16793,-18.26478
5091,33:31.0,25.65376,-16.35539
5291,25:38.0,24.57715,58.18803
5291,26:59.0,24.57537,58.19275
5091,39:31.0,26.21922,-16.06713
5291,10:00.0,6.25515,82.106
5091,30:04.0,23.69324,-17.46443
5091,25:36.0,10.91164,-17.8251
5091,28:51.0,25.47384,-16.453
5091,51:51.0,25.79237,-16.29244
5091,19:22.0,26.09096,-16.13556
5091,17:49.0,25.90343,-16.2366
5091,39:40.0,26.02606,-16.17098
5091,08:28.0,18.461277,-18.251193
4378,18:14.0,26.1253,55.069083
5091,41:00.0,24.8626,-16.79899
4378,43:38.0,26.93912,50.0352
5091,31:00.0,25.08649,-16.67347
4378,24:10.0,-25.473317,0.703083
5091,09:42.0,25.34326,-16.52756
5091,23:21.0,25.88547,-16.24573
5091,37:01.0,25.64216,-16.35996
5091,08:51.0,25.53842,-16.41465
5091,43:31.0,26.2063,-16.07384
5091,21:22.0,26.08463,-16.139
4378,11:54.0,26.164183,54.80145
5091,43:41.0,26.01328,-16.17807
5091,02:26.0,18.697168,-18.248945
5091,55:22.0,25.78046,-16.29807
5091,21:42.0,25.69294,-16.34011
5091,27:22.0,25.28685,-16.55958
5091,19:42.0,25.12252,-16.65241
5091,31:22.0,25.46577,-16.45766
4378,00:15.0,26.18855,54.51017
4378,30:16.0,26.17527,54.63108
5091,39:41.0,25.63344,-16.36373
5091,45:42.0,26.19922,-16.07757
5091,03:41.0,25.94975,-16.21334
5091,59:11.0,25.76771,-16.30409
5091,13:42.0,25.52277,-16.42419
5091,00:12.0,18.91836,-18.24542
5091,30:01.0,18.81106,-18.24748
5091,33:31.0,25.07846,-16.67814
5091,25:31.0,26.07134,-16.14613
5091,44:51.0,26.00956,-16.18014
5091,33:50.0,25.45778,-16.46227
5091,14:52.0,25.51907,-16.42644
5291,26:27.0,24.57605,58.19098
5091,42:06.0,36.16385,-5.417469
5091,55:11.0,25.58267,-16.38853
5091,36:41.0,25.84214,-16.2677
4378,01:34.0,26.169617,54.759017
5091,55:51.0,26.16632,-16.09463
5091,20:52.0,25.11887,-16.65457
5091,07:10.0,25.93835,-16.21889
5091,52:26.0,18.733582,-18.248485
5091,07:10.0,25.16188,-16.62981
5091,25:23.0,26.26509,-16.04369
5091,29:31.0,26.05853,-16.15316
5091,49:01.0,25.99648,-16.18762
4378,00:16.0,26.17028,54.75348
5091,39:52.0,25.83179,-16.27304
4378,00:23.0,26.13672,54.9982
5091,00:25.0,18.49205,-18.25121
5091,59:52.0,26.15343,-16.1015
5091,09:11.0,25.93185,-16.22213
5091,39:51.0,25.43845,-16.47332
5091,03:00.0,26.14328,-16.10695
5091,08:00.0,25.73871,-16.31831
5091,18:32.0,25.31504,-16.54346
5091,09:22.0,25.15504,-16.63375
5091,51:21.0,25.98913,-16.19174
5091,19:51.0,25.50295,-16.436
5091,00:22.0,18.70129,-18.24885
5091,29:08.0,26.25269,-16.05009
5291,07:38.0,24.59932,58.12679
5091,13:19.0,25.91818,-16.22908
5091,01:31.0,25.5622,-16.40034
5091,20:56.0,10.89822,-17.81377
5091,43:22.0,25.8204,-16.27868
5091,25:01.0,25.10562,-16.66217
5091,35:21.0,25.26143,-16.57381
5091,09:12.0,25.73425,-16.32043
5091,06:11.0,26.13309,-16.11248
5091,13:12.0,25.14278,-16.64068
5091,21:01.0,25.30713,-16.54797
5091,31:32.0,26.05214,-16.1567
5091,29:51.0,25.66601,-16.35081
5091,21:12.0,25.49857,-16.43858
5091,31:22.0,26.24565,-16.05367
5091,02:40.0,25.5584,-16.40252
5091,38:50.0,25.06122,-16.68795
4378,19:54.0,26.179833,54.5889
5091,23:37.0,18.837413,-18.247163
5091,44:42.0,25.81604,-16.28077
5091,13:01.0,25.72149,-16.3265
4378,30:23.0,26.15387,54.87663
5091,09:12.0,26.12338,-16.11786
5091,33:32.0,26.04572,-16.16022
5091,24:50.0,25.29493,-16.55498
5091,48:32.0,25.60413,-16.37629
5091,33:31.0,26.23867,-16.05717
5091,30:23.0,18.59193,-18.25044
5091,15:12.0,26.10421,-16.12838
5091,55:42.0,25.97548,-16.19953
5091,31:02.0,25.66207,-16.3523
4378,30:26.0,26.11675,55.11727
5291,12:32.0,5.822817,81.05057
5091,44:51.0,24.46585,-17.02337
5091,19:12.0,23.57673,-17.52109
4378,05:35.0,26.12595,55.47983
4378,30:34.0,26.11623,55.57305
5291,30:34.0,5.82455,81.00262
4378,19:36.0,26.93918,50.02767
5291,17:59.0,7.6456,77.0443
4378,59:04.0,26.95743,50.0652
5091,05:32.0,18.04088,-18.27136
5091,05:42.0,18.04029,-18.27138
5091,39:10.0,24.67584,-16.9048
5291,23:53.0,5.818467,80.858
4378,45:43.0,26.94532,50.0496
5291,33:54.0,5.822217,80.99408
5091,25:20.0,23.75366,-17.42159
5091,19:10.0,23.38478,-17.6264
4378,01:33.0,26.95933,50.06855
4378,33:13.0,26.93663,50.03583
5091,33:31.0,23.53045,-17.54671
5091,19:00.0,24.16035,-17.19392
5091,08:50.0,24.7725,-16.84991
4378,15:04.0,26.099933,55.726217
5091,42:51.0,24.66414,-16.91153
5091,25:00.0,24.52999,-16.98769
5091,34:00.0,23.33696,-17.65329
5091,09:31.0,23.41508,-17.6097
5091,59:50.0,23.837,-17.3749
5291,27:44.0,5.8154,80.49661
5091,07:21.0,23.61509,-17.5001
4378,19:15.0,26.120483,55.530617
5091,21:51.0,23.5682,-17.52582
5091,47:51.0,24.64827,-16.92057
5291,32:34.0,5.81485,80.4825
5091,11:00.0,24.3832,-17.06875
4378,21:33.0,26.93915,50.02757
5291,50:49.0,7.4232,77.41805
5291,25:08.0,7.56665,77.1798
5091,29:00.0,23.35423,-17.64359
5291,15:13.0,5.82315,81.04346
5091,15:50.0,24.75022,-16.86255
5091,01:39.0,18.268755,-18.259683
4378,48:04.0,26.94792,50.05188
4378,28:40.0,26.94063,50.03259
5091,01:01.0,23.83312,-17.37712
4378,37:03.0,26.93703,50.04093
5091,54:44.0,17.86871,-18.28055
4378,09:23.0,26.93932,50.0321
4378,00:34.0,26.10512,55.68192
5091,49:31.0,23.47936,-17.57477
5091,51:01.0,24.05725,-17.25178
5091,08:31.0,23.6113,-17.50215
5091,54:42.0,24.62655,-16.9327
5091,29:31.0,24.12648,-17.21292
5091,37:31.0,23.51762,-17.55383
5091,21:21.0,23.37786,-17.63025
4378,12:44.0,26.93902,50.03053
5091,21:42.0,24.73156,-16.87313
4378,30:44.0,26.08825,55.80487
4378,25:34.0,26.93855,50.02878
5091,26:46.0,10.91496,-17.82789
5091,55:12.0,24.23638,-17.15211
4378,12:23.0,26.96782,50.08335
4378,00:25.0,26.10933,55.23575
5091,13:02.0,23.59672,-17.51008
5091,39:31.0,23.90278,-17.33819
5091,52:02.0,23.47136,-17.57912
4378,05:44.0,26.96262,50.0742
5291,13:13.0,5.81755,80.88755
5091,25:41.0,24.71881,-16.88037
5091,05:21.0,24.5927,-16.95188
4378,50:23.0,26.95043,50.05416
5091,13:11.0,23.79347,-17.39931
5091,13:55.0,17.80227,-18.284
4378,25:37.0,26.93915,50.0349
5291,25:33.0,5.82435,81.01582
5091,33:21.0,23.72742,-17.43648
5091,38:52.0,23.51337,-17.55624
5091,54:40.0,24.04573,-17.25824
5091,30:36.0,10.9259,-17.83712
5091,27:41.0,24.71246,-16.88398
5091,09:21.0,24.58001,-16.95914
5291,43:03.0,5.816983,80.97017
5091,55:40.0,23.65379,-17.47841
5091,43:31.0,23.88981,-17.34552
5091,31:02.0,24.51064,-16.99868
5291,19:13.0,5.818217,80.87093
5291,49:34.0,5.816667,80.95219
5091,19:11.0,23.77377,-17.41036
5091,38:51.0,23.70924,-17.44673
5091,39:48.0,17.919368,-18.277673
5091,15:02.0,23.39748,-17.61917
4378,16:15.0,26.0879,55.804917
5291,29:14.0,5.824783,81.00601
5091,33:22.0,24.69431,-16.89432
5091,04:50.0,24.78493,-16.84281
5091,55:22.0,23.4607,-17.5848
5091,48:13.0,23.559368,-17.538118
4378,00:46.0,26.0968,55.81868
5091,56:33.0,17.43894,-18.30163
5091,30:15.0,17.32105,-18.3077
5291,24:33.0,5.815434,80.5059
4378,06:44.0,26.96338,50.07558
5091,06:41.0,23.42457,-17.60457
5091,07:41.0,24.77621,-16.84777
5291,21:53.0,5.81835,80.86353
5291,35:53.0,5.814633,80.47279
4378,37:41.0,26.93915,50.03482
5091,59:22.0,23.44792,-17.59178
4378,30:35.0,26.09547,55.76308
4378,00:34.0,26.09022,55.80063
5091,43:51.0,23.69272,-17.45598
4378,30:45.0,26.15873,55.85328
5091,14:22.0,23.59236,-17.5125
5091,45:18.0,23.49262,-17.56751
4378,29:25.0,26.9376,50.03173
5091,37:42.0,24.68056,-16.90212
5291,18:13.0,5.815767,80.5244
5291,19:13.0,5.846183,80.19417
4378,48:54.0,27.09822,50.16905
5091,33:26.0,10.93388,-17.84396
5091,43:02.0,21.85179,-18.07273
5291,36:02.0,7.9325,76.547517
5291,43:53.0,5.814083,80.44973
4378,02:43.0,26.99897,50.13768
5091,21:00.0,22.99282,-17.84649
5091,39:00.0,22.93521,-17.8779
5091,30:00.0,23.16081,-17.75292
4378,44:24.0,26.99092,50.12287
5091,51:16.0,16.819265,-18.333288
5091,09:54.0,21.97199,-18.05953
4378,00:34.0,26.54315,56.56028
4378,30:42.0,26.45248,56.61853
5291,37:38.0,24.56138,58.22912
5091,26:18.0,16.694075,-18.340177
5291,31:44.0,5.79715,80.3175
4378,00:31.0,26.49575,56.32998
5091,00:52.0,16.78464,-18.3352
5091,33:07.0,17.310735,-18.30828
5091,00:45.0,16.57173,-18.34688
5091,30:12.0,19.02807,-18.23978
4378,20:44.0,26.30495,55.96045
5291,32:44.0,5.798067,80.31493
5091,39:44.0,21.86382,-18.07131
5291,42:13.0,5.874483,80.13773
5291,27:33.0,5.856367,80.17353
4378,58:34.0,27.12957,50.1775
5091,59:02.0,23.06479,-17.80646
5091,40:00.0,22.30006,-18.02443
4378,51:43.0,26.99443,50.12917
5091,42:50.0,22.92254,-17.88484
4378,51:53.0,27.1406,51.5496
5091,21:17.0,16.926765,-18.327632
5291,45:40.0,7.9462,76.521683
5091,24:52.0,21.91775,-18.0651
4378,30:42.0,26.43962,56.22037
5091,03:52.0,23.049,-17.81542
4378,00:54.0,26.38108,56.10903
5091,03:22.0,21.99556,-18.05698
5091,45:30.0,22.91424,-17.88942
5091,00:53.0,16.99972,-18.32431
5091,30:53.0,16.89263,-18.32928
4378,08:22.0,26.50868,56.36
5091,30:30.0,22.767,-17.97251
5091,30:52.0,16.67817,-18.34112
5291,50:34.0,6.0572,79.86367
5091,08:32.0,22.83928,-17.93163
5291,04:29.0,7.799567,76.7788
5291,32:40.0,7.928117,76.556217
5091,09:00.0,22.41458,-18.01299
4378,21:05.0,26.135433,55.838417
5091,22:56.0,17.346462,-18.306305
4378,00:47.0,26.25165,55.90633
4378,30:45.0,26.3248,55.99628
5091,06:53.0,21.98281,-18.05837
5091,00:32.0,17.21421,-18.31332
5091,30:51.0,17.10714,-18.31873
5091,29:20.0,21.90147,-18.0668
5091,13:00.0,22.17915,-18.03928
4378,59:53.0,27.13492,51.58147
5291,30:23.0,6.6562,78.76646
5291,24:53.0,6.805817,78.50141
5291,18:04.0,6.638467,78.79441
5291,49:44.0,6.850333,78.45142
5091,37:11.0,20.98936,-18.11798
5291,30:14.0,6.736117,78.62746
5091,24:52.0,20.39988,-18.15048
5091,05:00.0,20.89228,-18.1222
5291,39:44.0,6.512434,79.0314
4378,37:14.0,26.4328,56.63143
5091,43:36.0,21.40511,-18.09852
5291,51:54.0,6.684267,78.71592
5291,19:33.0,6.4903,79.08203
5091,14:31.0,20.64453,-18.13716
5291,45:23.0,6.754467,78.5918
5291,45:45.0,6.842633,78.45925
4378,19:33.0,27.03668,52.1469
5091,30:43.0,16.25116,-18.36208
4378,39:14.0,27.01793,52.2255
5291,32:43.0,6.659616,78.76132
5091,01:02.0,16.35546,-18.35629
5091,30:25.0,16.46564,-18.3514
5091,33:31.0,20.78775,-18.12897
5291,09:24.0,6.5495,78.95827
5291,33:23.0,6.740317,78.62027
5091,46:00.0,21.39767,-18.09827
5091,01:04.0,15.93395,-18.37877
5091,32:41.0,20.58178,-18.14085
5091,41:00.0,21.63974,-18.08605
4378,36:42.0,26.434333,56.630483
5291,21:04.0,6.492033,79.07828
5091,59:47.0,16.14916,-18.367297
5291,21:53.0,6.644,78.78587
5291,53:32.0,6.856266,78.44317
5091,19:26.0,16.290058,-18.359928
5091,02:00.0,20.47975,-18.14631
4378,43:14.0,27.01535,52.24166
5291,00:23.0,6.774083,78.55761
5291,53:24.0,6.6861,78.71235
5291,43:44.0,6.517317,79.02167
5091,49:16.0,10.97903,-17.88157
5291,25:03.0,6.648533,78.77856
5291,29:43.0,6.812284,78.49035
5291,49:03.0,6.7589,78.58313
5291,37:34.0,6.666584,78.75043
5091,37:01.0,20.7752,-18.12979
5091,49:52.0,20.52244,-18.14415
5091,15:00.0,21.06867,-18.113
5091,39:31.0,20.98096,-18.11841
4378,24:34.0,27.03122,52.16685
5291,08:44.0,6.6251,78.81559
5091,00:54.0,16.14566,-18.36743
5091,28:33.0,20.38662,-18.15104
5291,23:23.0,6.49435,79.07241
5291,37:53.0,6.745517,78.60963
5291,14:43.0,6.79345,78.52522
5291,59:03.0,6.693217,78.69892
5091,37:41.0,20.56456,-18.14164
5091,05:00.0,21.77202,-18.07766
4378,44:34.0,27.01455,52.24708
5291,24:53.0,6.728917,78.63982
5091,39:12.0,20.76742,-18.13031
5091,25:52.0,20.60538,-18.13967
5091,21:48.0,16.496172,-18.350397
5291,03:03.0,6.777867,78.55172
5091,36:47.0,10.94343,-17.85196
5291,15:24.0,6.556334,78.9431
5291,39:45.0,6.830934,78.47086
5291,08:53.0,6.47865,79.10913
5091,39:32.0,20.34724,-18.15262
5091,43:51.0,20.96619,-18.11918
5291,29:23.0,6.500817,79.05724
5291,13:24.0,6.631733,78.80499
4378,48:43.0,27.01188,52.26392
4378,49:03.0,27.06238,52.02323
4378,29:34.0,27.02577,52.1867
5291,49:48.0,24.54542,58.2706
5291,03:05.0,6.698783,78.68972
4378,28:44.0,27.0759,51.94015
5291,48:43.0,6.52335,79.00935
5091,31:05.0,21.45211,-18.09909
5091,16:36.0,15.877432,-18.382117
5091,45:31.0,20.9605,-18.11933
5091,31:12.0,15.82436,-18.38491
4378,31:13.0,27.0744,51.95038
4378,41:42.0,26.067867,56.87265
5091,43:22.0,20.75273,-18.13114
5091,39:31.0,20.55794,-18.14215
5091,30:54.0,16.04117,-18.37286
5291,31:05.0,6.814533,78.48756
5091,26:37.0,15.840497,-18.384063
5291,07:34.0,6.705117,78.67944
4378,50:23.0,27.01085,52.27068
5091,01:13.0,15.71532,-18.3896
5091,30:02.0,20.3813,-18.15125
5091,20:32.0,20.41519,-18.14982
5291,15:45.0,6.486166,79.09185
5291,50:44.0,6.851967,78.44926
5291,20:43.0,6.800583,78.51117
5091,50:52.0,20.51898,-18.14432
5291,27:53.0,6.733,78.63292
5291,51:43.0,6.600517,78.85442
5291,29:03.0,6.65425,78.76957
5291,50:24.0,6.760583,78.58012
5291,49:43.0,6.681567,78.72113
5091,28:00.0,21.02201,-18.11591
5091,29:11.0,20.59381,-18.14025
4378,55:34.0,27.13802,51.56438
5291,09:44.0,6.708183,78.67452
5291,54:03.0,6.53015,78.99625
5291,47:28.0,24.54842,58.26265
5091,39:47.0,21.41949,-18.09889
5291,33:04.0,6.818233,78.48375
5091,47:46.0,10.97467,-17.87797
5091,17:37.0,16.511042,-18.349878
4378,21:41.0,26.47975,56.600567
5091,22:08.0,16.071197,-18.371365
5291,48:33.0,8.19665,76.29865
5091,20:07.0,16.078217,-18.370922
5091,31:41.0,20.58521,-18.14069
5091,43:42.0,20.5434,-18.14293
5091,48:42.0,20.734,-18.13212
5291,43:33.0,6.838367,78.46346
5291,59:44.0,6.612167,78.83614
5291,59:03.0,6.5364,78.98408
4378,37:04.0,27.01947,52.2168
5091,41:52.0,20.33885,-18.15292
5091,01:51.0,21.33556,-18.09703
5291,59:44.0,6.865417,78.42939
5291,07:54.0,6.875933,78.41057
5091,45:01.0,20.5389,-18.14317
5291,03:53.0,6.542617,78.97212
5091,21:57.0,16.281233,-18.360387
5291,55:32.0,6.767483,78.5685
5091,54:32.0,20.50636,-18.14487
4378,07:34.0,26.22652,54.05542
5091,06:43.0,19.33454,-18.20954
4378,17:53.0,26.18068,54.5809
4378,43:35.0,26.23505,53.95977
5091,21:05.0,14.77098,-18.4373
4378,35:35.0,26.32245,53.70992
4378,51:39.0,26.39715,53.5569
4378,43:24.0,26.30925,53.73765
4378,31:44.0,26.2002,54.39567
5091,29:24.0,19.91633,-18.17401
4378,25:43.0,26.2212,54.12775
4378,13:13.0,26.20402,54.3208
5091,12:51.0,19.09236,-18.23764
4378,09:45.0,26.22585,54.06403
4378,21:24.0,26.17917,54.5951
4378,59:23.0,26.38402,53.58308
4378,05:44.0,26.47708,53.40115
4378,48:53.0,26.19397,54.46485
4378,21:13.0,26.25095,53.8729
5091,21:00.0,19.50035,-18.19564
4378,55:13.0,26.17252,54.7328
5091,33:00.0,19.01969,-18.2401
4378,20:12.0,25.25143,57.82228
4378,35:11.0,25.22597,57.87828
4378,25:24.0,26.2476,53.88898
5091,09:22.0,19.32491,-18.21099
5091,54:52.0,18.72137,-18.24849
4378,44:44.0,26.23457,53.9644
4378,31:20.0,25.33503,57.63342
4378,01:33.0,26.16962,54.75902
4378,49:43.0,26.50558,53.34737
4378,27:14.0,26.17658,54.61885
5091,31:42.0,15.607115,-18.394285
4378,51:24.0,26.1927,54.47498
5091,58:56.0,19.80846,-18.18009
4378,30:53.0,26.4333,53.48622
5091,01:41.0,18.6965,-18.24896
4378,15:44.0,26.20345,54.33102
5091,15:32.0,19.0828,-18.23788
4378,21:34.0,26.55563,53.2523
5091,28:45.0,14.96404,-18.42753
5091,55:07.0,10.99568,-17.89525
5091,00:20.0,23.79097,-17.4103
4378,07:03.0,26.47475,53.40558
4378,48:46.0,26.17495,54.70633
4378,53:44.0,26.2311,54.00023
4378,29:24.0,26.17562,54.62777
5091,12:43.0,19.31256,-18.21299
4378,32:54.0,26.42988,53.49298
4378,01:31.0,26.38038,53.59052
4378,31:04.0,26.21985,54.14912
4378,19:04.0,26.35048,53.65142
4378,33:03.0,26.19987,54.40102
5091,26:16.0,15.19296,-18.41619
4378,07:11.0,26.1854,54.53807
4378,30:44.0,26.24185,53.9093
5091,31:31.0,19.24422,-18.22369
5091,01:34.0,19.79872,-18.18065
4378,23:53.0,26.17812,54.60517
4378,13:34.0,26.22468,54.07932
4378,50:43.0,26.50383,53.35075
4378,37:34.0,26.42177,53.50885
4378,59:05.0,26.22935,54.02155
5091,59:32.0,19.3604,-18.20574
4378,11:44.0,26.4665,53.42133
4378,18:44.0,26.2029,54.3431
5091,18:12.0,19.07293,-18.2381
5091,15:11.0,19.30401,-18.21429
4378,55:43.0,26.21002,54.24932
4378,29:54.0,26.54075,53.28048
4378,33:44.0,26.17473,54.64538
4378,39:04.0,26.19803,54.42537
5091,43:01.0,18.76421,-18.24813
4378,21:03.0,26.34712,53.65845
4378,07:14.0,26.16668,54.78232
4378,49:35.0,26.29867,53.75958
4378,33:43.0,26.21905,54.1598
5091,32:31.0,19.24076,-18.22431
4378,55:46.0,26.19062,54.49227
5091,01:32.0,19.35334,-18.20681
4378,15:44.0,26.22407,54.088
5091,01:23.0,15.28476,-18.41109
4378,09:33.0,26.16542,54.7918
4378,33:24.0,26.23915,53.91962
5091,07:43.0,18.6743,-18.24918
4378,09:14.0,26.18457,54.54605
4378,43:03.0,26.177,54.68332
4378,12:53.0,26.4645,53.42518
4378,23:23.0,26.34308,53.6667
4378,01:06.0,26.22865,54.02952
5091,20:53.0,19.06295,-18.23841
4378,39:34.0,26.41825,53.5157
5091,08:52.0,18.66993,-18.24924
5091,38:54.0,19.8808,-18.17592
4378,59:24.0,26.17068,54.75013
5091,35:22.0,19.23043,-18.22614
5091,05:06.0,19.78544,-18.18134
4378,13:44.0,26.16313,54.80897
5091,58:52.0,18.70682,-18.24877
4378,21:44.0,26.20238,54.3553
4378,27:34.0,26.33598,53.68147
4378,42:43.0,26.41268,53.52627
5091,03:07.0,15.708183,-18.389853
4378,03:43.0,26.16847,54.76793
5291,59:10.0,8.880633,75.951033
5291,56:43.0,9.045633,75.857317
4378,02:44.0,26.2281,54.03622
5091,03:52.0,18.68855,-18.24908
4378,59:15.0,26.20853,54.26368
4378,19:24.0,26.22312,54.10265
4378,51:34.0,26.29527,53.76662
5091,12:41.0,18.65631,-18.24941
4378,29:56.0,26.33198,53.68987
4378,05:51.0,26.37305,53.60537
4378,51:03.0,26.17408,54.71577
5091,19:01.0,19.29017,-18.21623
5091,50:52.0,18.73587,-18.24847
5091,00:02.0,19.13972,-18.23562
4378,12:53.0,26.18278,54.5608
5091,42:42.0,18.98225,-18.24196
4378,33:54.0,26.53347,53.29402
4378,19:53.0,26.45232,53.44882
5091,02:52.0,19.34844,-18.20751
5291,09:04.0,6.877433,78.40785
5091,42:44.0,19.867,-18.17676
4378,53:53.0,26.49817,53.36143
4378,25:48.0,25.344267,57.612067
4378,49:43.0,26.2126,54.22467
4378,59:03.0,26.18915,54.50533
5291,35:44.0,6.909567,78.34406
4378,05:43.0,26.20607,54.29035
5091,16:46.0,15.006992,-18.425272
4378,31:22.0,25.745317,57.082533
4378,42:53.0,26.1966,54.44057
4378,01:21.0,26.18805,54.5148
4378,37:02.0,26.23767,53.93395
4378,07:23.0,26.26787,53.8222
4378,25:24.0,26.20167,54.37015
5091,24:51.0,19.04823,-18.23896
4378,44:54.0,26.4089,53.5337
5091,12:52.0,20.22863,-18.1583
4378,11:31.0,26.36337,53.625
5091,11:36.0,19.76181,-18.18265
4378,20:55.0,26.22265,54.1086
5091,21:12.0,19.28219,-18.21747
5091,05:01.0,19.12148,-18.23676
4378,21:03.0,26.4503,53.45278
4378,39:53.0,26.17563,54.67058
4378,29:03.0,26.20083,54.3849
5091,01:05.0,15.06503,-18.42233
5091,26:36.0,15.412272,-18.404032
5091,31:11.0,15.39581,-18.40497
5291,51:08.0,24.54358,58.27515
4378,49:23.0,26.4012,53.54895
5091,44:31.0,18.97557,-18.24233
5091,51:26.0,10.98516,-17.88672
4378,24:54.0,26.44365,53.46573
4378,07:27.0,25.469583,57.318233
5091,26:12.0,15.62645,-18.39339
5091,36:43.0,15.58938,-18.39513
4378,39:24.0,26.23672,53.9433
4378,13:44.0,26.35963,53.63263
5291,34:06.0,9.332967,75.6988
4378,45:24.0,26.17627,54.69277
5091,13:46.0,19.75383,-18.18294
4378,39:14.0,26.52402,53.31199
4378,15:24.0,26.18172,54.57082
5091,45:31.0,18.75517,-18.24833
4378,45:22.0,26.19558,54.45082
4378,50:53.0,26.21205,54.22943
5091,48:44.0,19.84554,-18.17801
4378,59:44.0,26.48775,53.38102
4378,09:23.0,26.20495,54.3052
5091,09:01.0,19.10678,-18.23726
4378,15:46.0,26.35622,53.63965
5091,17:27.0,15.22503,-18.414427
5291,43:44.0,6.9182,78.3243
4378,03:33.0,26.18703,54.52345
5091,29:32.0,19.03077,-18.23967
5091,51:16.0,19.83643,-18.17853
4378,33:15.0,26.32642,53.7016
4378,29:43.0,26.43538,53.48215
4378,14:53.0,26.25492,53.84865
4378,42:53.0,26.51762,53.32442
5091,15:22.0,20.21962,-18.15869
5091,16:00.0,19.74451,-18.18336
4378,23:34.0,26.12162,55.09022
4378,45:54.0,26.11245,55.17838
5291,13:19.0,9.6289,75.536683
5291,57:38.0,9.901267,75.385767
5091,08:00.0,17.60978,-18.29353
4378,39:04.0,26.08628,55.80682
5091,18:58.0,14.778363,-18.436902
4378,20:11.0,25.251433,57.822283
5091,43:42.0,18.54424,-18.25088
4378,51:14.0,26.08727,55.81396
4378,31:03.0,26.15957,55.85383
5091,11:23.0,18.44797,-18.25115
4378,01:23.0,26.12758,55.46445
4378,44:44.0,26.09277,55.7851
5091,00:07.0,14.627595,-18.443618
4378,26:00.0,25.1336,58.056933
4378,44:46.0,26.11782,55.4047
4378,27:35.0,26.11738,55.56183
4378,45:44.0,26.11068,55.629
4378,28:44.0,26.11793,55.1107
5091,46:00.0,17.89761,-18.2789
4378,03:33.0,26.26112,55.91128
4378,03:04.0,26.10417,55.69018
4378,51:54.0,26.09183,55.79323
4378,38:44.0,26.18128,55.86778
4378,49:13.0,26.11175,55.19153
4378,49:04.0,26.10945,55.64107
4378,11:13.0,25.16568,58.00963
5091,01:04.0,14.40696,-18.41224
4378,11:33.0,26.12947,55.04272
4378,15:43.0,26.12388,55.83105
4378,09:03.0,26.08785,55.80452
4378,29:23.0,26.09575,55.76083
5091,14:53.0,17.37483,-18.30484
4378,03:45.0,26.10133,55.82033
5091,36:04.0,14.71572,-18.44029
5091,11:04.0,14.58839,-18.43773
5091,03:34.0,17.41458,-18.30284
5091,51:00.0,17.24805,-18.3116
4378,50:24.0,26.21775,55.88837
4378,43:24.0,26.08568,55.80898
4378,27:03.0,26.08845,55.80483
5091,13:33.0,18.44034,-18.25118
4378,25:15.0,26.10577,55.33282
5091,16:43.0,18.64165,-18.24965
4378,48:03.0,26.14413,54.94852
4378,07:43.0,26.12507,55.48785
4378,16:54.0,26.16135,54.8218
4378,09:21.0,26.10735,55.27163
4378,01:42.0,25.05283,58.16835
4378,26:41.0,24.99475,58.24623
4378,31:53.0,26.11575,55.57805
5091,17:24.0,17.36591,-18.30529
5091,31:44.0,17.31608,-18.30796
4378,30:55.0,26.11637,55.11923
5291,55:47.0,24.53742,58.29101
5291,56:27.0,24.53647,58.29337
5091,26:42.0,14.3141,-18.39881
4378,51:14.0,26.11137,55.19953
4378,13:33.0,26.12823,55.05058
5291,42:49.0,10.1818,75.229333
4378,59:14.0,26.24665,55.90375
4378,33:14.0,26.09488,55.768
4378,12:15.0,26.08777,55.80499
4378,53:25.0,26.141,54.97012
