vessel_id,received_time_utc,latitude,longitude
5291,41:55.0,25.92227,51.6114
5291,55:24.0,25.92228,51.61135
5091,12:40.0,17.0985,-18.31656
5091,30:03.0,36.16448,-5.417955
5291,00:44.0,25.92233,51.61128
5091,30:48.0,0.478855,-2.73874
5091,15:20.0,17.1187,-18.31559
5091,44:00.0,0.478827,-2.78639
5091,19:49.0,17.13465,-18.31484
5291,11:25.0,25.92232,51.6113
5091,14:00.0,0.479435,-3.101745
5091,24:42.0,17.15197,-18.31404
5091,33:49.0,15.02145,-18.42479
5291,23:43.0,25.92232,51.61128
5091,27:10.0,17.16074,-18.31357
5291,30:44.0,25.92228,51.61133
5091,33:03.0,36.16439,-5.417947
5091,39:04.0,36.16423,-5.417823
5291,51:34.0,25.92805,51.6117
5091,25:00.0,0.47909,-3.140145
5091,56:00.0,0.478977,-3.24837
5291,38:45.0,25.92297,51.61106
5291,47:35.0,25.92715,51.60987
5091,28:19.0,17.16476,-18.31334
5091,29:15.0,26.07442,-79.4169
5091,30:36.0,17.16245,-18.31347
5291,59:55.0,25.92737,51.62263
5091,27:43.0,18.7785,-93.15366
5091,33:20.0,17.18262,-18.31236
5291,00:44.0,25.92723,51.62412
4378,05:33.0,-27.98565,33.32475
5291,06:55.0,25.92552,51.63865
5291,11:15.0,25.92418,51.65059
5291,16:13.0,25.922317,51.611333
5291,05:53.0,25.9223,51.6113
5091,37:20.0,17.19707,-18.31166
5091,39:40.0,17.20539,-18.3112
5091,37:37.0,15.00799,-18.42551
5291,16:06.0,1.262,103.905
5291,12:28.0,25.92398,51.6525
5291,55:05.0,25.92797,51.61535
5091,42:30.0,0.479282,-2.992228
5291,23:44.0,25.91927,51.67988
5291,14:59.0,25.92285,51.66132
5291,18:35.0,25.92052,51.67252
5091,42:04.0,36.16408,-5.417748
5091,42:40.0,17.21605,-18.31068
4378,49:32.0,-29.27325,32.242783
5291,30:49.0,25.92253,51.71032
5091,45:29.0,17.22613,-18.31021
5291,31:30.0,25.92275,51.71088
5291,35:05.0,25.92488,51.72353
5091,48:03.0,36.16392,-5.417575
5291,43:45.0,25.92362,51.75215
5291,37:45.0,25.92438,51.73197
5291,39:03.0,25.92427,51.73638
5091,48:42.0,17.23755,-18.30947
5291,45:14.0,25.92345,51.75692
5091,51:40.0,17.24828,-18.3088
5291,49:43.0,25.92313,51.76497
5291,51:14.0,25.92262,51.7776
5091,43:18.0,14.98764,-18.4265
4378,58:32.0,-25.5157,0.781667
5091,51:06.0,36.16378,-5.417472
5091,55:41.0,17.26254,-18.30813
5291,55:24.0,25.92218,51.79198
5291,00:44.0,25.92083,51.8105
5291,59:14.0,25.92113,51.8053
5091,26:25.0,26.067293,-79.421057
5091,58:20.0,17.27197,-18.30759
5291,01:35.0,25.92063,51.81352
5291,02:55.0,25.92022,51.81818
5291,07:35.0,25.91892,51.83492
5091,58:49.0,17.27364,-18.3075
5291,19:04.0,25.920233,51.674133
5291,13:34.0,25.91735,51.85688
5091,01:01.0,17.28153,-18.30707
5291,08:45.0,25.91867,51.8392
5091,32:53.0,25.82698,-79.55344
5291,33:00.0,24.18478,122.7482
5091,03:50.0,17.29175,-18.30646
5291,15:53.0,25.91672,51.8654
5091,46:58.0,14.97468,-18.42718
4378,47:19.0,25.35317,56.5419
5291,29:34.0,25.92093,51.91602
5291,24:54.0,25.91637,51.8992
5091,52:54.0,38.96671,-75.19978
5091,07:20.0,17.30422,-18.30581
5091,05:54.0,0.478643,-3.284828
5091,09:44.0,17.31253,-18.30536
4378,54:00.0,-29.28205,32.22657
5091,13:40.0,17.32686,-18.30471
5291,32:58.0,25.92395,51.92618
5291,37:05.0,25.92932,51.94293
5091,57:05.0,36.16367,-5.417323
5291,39:21.0,25.93088,51.9479
5291,20:59.0,22.33523,64.12019
5091,15:49.0,17.33459,-18.30434
5291,43:15.0,25.9365,51.96557
5291,45:34.0,25.93908,51.97422
5091,19:03.0,17.3461,-18.30372
4378,14:37.0,16.3309,41.341317
5291,19:49.0,22.1694,64.5433
5091,09:06.0,36.16368,-5.417346
5291,48:57.0,25.94195,51.98333
5291,30:44.0,25.92205,51.92012
5291,21:18.0,22.16733,64.54868
5091,21:14.0,17.35382,-18.3035
5291,51:05.0,25.9456,51.9942
5091,53:51.0,14.95086,-18.42848
4378,58:07.0,25.12818,56.98003
5291,00:43.0,25.95772,52.0288
4378,03:00.0,-28.24462,33.10122
5091,25:11.0,17.36824,-18.30278
5291,05:27.0,25.96175,52.04303
5291,00:57.0,25.95772,52.0288
5291,11:03.0,25.917967,51.8476
5291,09:33.0,25.96533,52.06193
5091,27:30.0,17.37658,-18.30229
5291,13:05.0,25.96743,52.07535
4378,58:52.0,-29.291267,32.209483
5291,29:38.0,22.156,64.57832
5291,49:45.0,26.00233,52.1967
5291,50:45.0,26.00328,52.19815
5291,21:44.0,25.9764,52.10703
5291,19:14.0,25.97303,52.09835
5291,25:30.0,25.98098,52.11882
5291,27:44.0,25.98472,52.12828
5291,25:19.0,22.16187,64.563
5091,28:20.0,17.37965,-18.30216
5291,25:54.0,25.98213,52.12192
5291,37:23.0,25.9959,52.16262
5291,40:35.0,25.9991,52.17273
5291,15:25.0,25.96883,52.08443
5291,07:30.0,25.96345,52.05047
5091,31:11.0,17.38987,-18.30183
4378,52:45.0,24.0141,58.727667
5291,31:08.0,25.98807,52.13732
5291,33:18.0,25.99067,52.14602
5291,43:25.0,26.00148,52.18088
5291,45:25.0,26.00168,52.18632
5091,29:30.0,0.479027,-3.370085
4378,58:20.0,25.35317,56.5419
5091,32:33.0,17.39465,-18.30171
5091,21:13.0,17.139983,-18.314565
5291,55:04.0,26.0077,52.20332
5291,25:17.0,5.698467,84.731217
5291,59:45.0,26.01197,52.20853
5091,59:09.0,14.93217,-18.42936
5291,26:57.0,30.80325,123.84875
5291,01:04.0,26.01352,52.21047
5291,15:24.0,25.968833,52.084433
5291,37:20.0,22.14572,64.60553
5091,37:40.0,17.41331,-18.3008
5291,00:54.0,26.01287,52.20972
5291,06:35.0,26.01785,52.21283
5091,07:43.0,0.479667,-3.50638
5291,24:04.0,26.01932,52.21545
5091,12:04.0,36.1636,-5.417264
5291,39:48.0,22.14237,64.61425
5091,39:00.0,17.41821,-18.30057
5291,08:45.0,26.01832,52.21315
5291,13:24.0,26.01828,52.21404
5091,13:00.0,0.479887,-3.5262
5091,29:23.0,0.478203,-1.017083
5291,37:50.0,24.17713,122.7645
5091,42:24.0,0.479795,-3.631417
5091,58:58.0,14.93275,-18.42934
5091,43:00.0,17.43252,-18.30007
5291,25:55.0,26.01965,52.21572
5291,42:58.0,26.01908,52.21542
5091,45:10.0,17.44023,-18.29964
5091,48:49.0,17.45344,-18.299
5291,43:30.0,22.1373,64.62755
5091,51:41.0,17.46372,-18.29857
5291,55:39.0,22.12133,64.67073
5091,55:10.0,17.47623,-18.29805
5291,20:33.0,26.019233,52.215333
5091,46:46.0,38.966712,-75.199617
5291,59:29.0,26.01913,52.21548
5291,06:59.0,26.0192,52.21557
5091,13:00.0,0.479922,-3.958317
5291,59:30.0,22.11645,64.68439
5091,59:01.0,17.4902,-18.29726
5091,01:49.0,17.50038,-18.29675
5291,00:38.0,22.11495,64.6886
5091,03:40.0,14.91642,-18.43018
5291,03:00.0,22.1119,64.69687
5091,03:12.0,17.50533,-18.29658
5291,29:22.0,26.01902,52.21545
5091,13:00.0,0.479767,-4.173177
5291,25:01.0,26.01907,52.21545
5091,42:00.0,0.480105,-4.280344
5091,07:20.0,17.52027,-18.29591
5291,42:58.0,26.01895,52.21542
5091,52:00.0,0.480178,-4.316699
5291,52:02.0,26.01895,52.21535
5091,58:11.0,17.48719,-18.2974
4378,28:00.0,-25.4669,0.691517
5091,04:15.0,17.293475,-18.306363
5091,08:50.0,17.52577,-18.29565
5291,36:58.0,26.01935,52.2154
5291,54:57.0,26.01897,52.21538
5091,57:00.0,0.480083,-4.331813
5291,47:30.0,24.16135,122.7967
5091,21:03.0,36.16353,-5.417171
5291,12:59.0,26.01873,52.21525
5091,12:00.0,0.479868,-3.739217
5291,22:00.0,26.0191,52.215467
5291,25:01.0,26.01868,52.2152
5291,25:04.0,26.01868,52.2152
5291,06:30.0,22.10748,64.70914
5291,30:49.0,23.04577,62.25755
5091,13:41.0,17.54322,-18.29471
5091,09:38.0,14.89544,-18.43118
5091,32:15.0,26.08193,-79.41268
5091,14:25.0,17.329868,-18.304552
5091,14:59.0,17.54788,-18.29443
5091,21:11.0,17.56982,-18.29317
5091,17:00.0,0.480132,-4.406239
5091,19:42.0,17.56457,-18.29351
5091,37:00.0,0.480317,-4.47929
5291,01:01.0,26.01847,52.21505
5291,42:58.0,26.01843,52.21502
5091,27:43.0,0.480052,-4.227347
5291,23:00.0,26.018733,52.2152
5291,00:20.0,26.01845,52.21503
5291,11:29.0,26.01845,52.2151
5291,25:49.0,22.08435,64.77805
5091,24:40.0,17.58211,-18.29241
5091,12:49.0,14.89039,-18.43144
5091,33:06.0,36.1636,-5.41717
5091,27:09.0,17.59108,-18.29178
4378,51:43.0,-28.490267,32.8921
5291,25:00.0,26.01835,52.21495
5291,30:29.0,22.07892,64.79468
5291,31:01.0,26.01822,52.21483
5291,55:00.0,26.0178,52.2142
5291,27:40.0,22.08223,64.78468
5091,28:19.0,17.59511,-18.29155
5091,31:29.0,17.60621,-18.29101
5291,33:29.0,22.07538,64.80552
5091,33:00.0,17.61155,-18.29067
5291,00:59.0,26.01762,52.2139
5091,42:05.0,36.16367,-5.417336
5091,13:00.0,0.480407,-4.60741
5091,04:00.0,0.479173,-4.780515
5291,16:58.0,26.018417,52.2151
5291,06:59.0,26.0176,52.2137
5291,31:02.0,26.0176,52.21363
5291,35:49.0,22.07278,64.81367
5091,36:59.0,17.6255,-18.28977
5091,42:09.0,0.480387,-4.501573
5091,16:39.0,14.87117,-18.43246
5091,58:54.0,38.96672,-75.19979
5091,39:50.0,17.6355,-18.28913
5291,42:59.0,26.01755,52.21345
5091,44:40.0,17.65273,-18.28831
5091,43:20.0,17.64804,-18.28852
5091,48:03.0,36.16373,-5.417443
5291,55:00.0,26.01758,52.21353
5091,49:50.0,17.67124,-18.28713
5091,51:00.0,17.67546,-18.28689
5091,02:42.0,0.479337,-4.775975
5091,54:04.0,36.16387,-5.417511
5291,16:58.0,26.017617,52.21375
5091,58:30.0,17.70268,-18.28528
5091,30:05.0,36.16361,-5.41719
5291,58:02.0,26.01758,52.21352
5091,54:40.0,17.68877,-18.28632
5091,23:00.0,14.84863,-18.43362
5291,33:46.0,26.01852,52.20327
5091,01:01.0,17.71171,-18.28481
5091,01:10.0,15.09405,-18.4163
5291,24:59.0,26.02077,52.2114
5091,06:44.0,17.73216,-18.28376
5291,57:16.0,26.00217,52.15823
5291,51:16.0,26.00667,52.17145
5291,54:54.0,26.00328,52.16147
5291,37:06.0,26.01645,52.19803
5291,39:24.0,26.01485,52.19405
5291,47:06.0,26.00903,52.1787
5291,49:15.0,26.0081,52.1759
5291,01:29.0,25.99885,52.14877
5291,54:59.0,26.017583,52.213533
5091,09:50.0,17.74351,-18.28315
5291,09:44.0,25.99353,52.1336
5291,14:25.0,25.99105,52.12652
5291,31:16.0,26.01985,52.2065
5291,13:16.0,25.99162,52.1281
5091,13:10.0,17.75544,-18.2826
5091,29:19.0,14.82659,-18.4348
5091,57:03.0,36.16399,-5.41755
4378,55:00.0,-28.62897,32.76903
5291,03:35.0,25.99723,52.14415
5291,07:25.0,25.99492,52.1375
5291,17:56.0,26.018533,52.2128
5091,28:39.0,0.484822,-4.86435
5291,56:15.0,26.00232,52.15865
5291,30:24.0,25.9856,52.10915
5291,20:45.0,25.9885,52.11852
5291,19:36.0,25.9889,52.11988
5091,19:39.0,17.77856,-18.28146
5291,33:56.0,25.9847,52.1061
5291,27:22.0,25.98667,52.11265
5291,37:45.0,25.98367,52.1028
5291,26:16.0,25.98675,52.11283
5291,39:19.0,22.06855,64.82615
5291,14:39.0,22.09752,64.73824
5291,17:39.0,21.99465,64.93774
5091,14:13.0,17.75903,-18.2824
5291,43:47.0,25.98032,52.09973
5291,49:47.0,25.97682,52.09792
5291,22:44.0,25.9885,52.118517
5291,52:48.0,25.97518,52.09703
5291,20:29.0,21.9876,64.94498
5091,20:49.0,17.78269,-18.28121
5291,03:26.0,25.97077,52.09328
5291,55:58.0,25.97377,52.09607
5091,25:39.0,17.79983,-18.28033
5291,00:43.0,25.97228,52.09498
5291,07:46.0,25.97108,52.08882
5291,16:45.0,25.97352,52.08712
5091,32:06.0,0.50068,-5.075628
5291,30:33.0,25.98232,52.08592
5091,30:10.0,14.82359,-18.43495
5091,26:51.0,17.804,-18.28013
5091,41:24.0,0.503102,-5.106888
5091,34:00.0,0.532547,-5.483829
5291,31:14.0,25.98295,52.08582
5291,25:00.0,21.9764,64.95668
5291,33:28.0,25.984,52.0857
5291,36:48.0,25.98703,52.08525
5091,28:21.0,17.80918,-18.27984
5091,47:14.0,17.448015,-18.299305
5291,06:08.0,22.188117,64.494783
5291,57:45.0,25.99885,52.084
5291,42:46.0,25.99095,52.08475
5291,51:46.0,25.99645,52.08413
5091,17:35.0,17.557458,-18.293882
5291,00:47.0,25.99992,52.08393
5291,55:14.0,25.99782,52.084
5291,54:46.0,25.99782,52.084
5291,20:48.0,26.00588,52.0837
5091,00:00.0,0.539153,-5.569958
5291,06:47.0,26.0022,52.08389
5291,09:46.0,26.0033,52.08383
5291,12:47.0,26.00427,52.08378
5091,33:22.0,17.82696,-18.27903
5291,24:45.0,26.00745,52.0835
5291,31:00.0,21.9618,64.9724
5091,03:03.0,36.16387,-5.417548
5091,30:31.0,17.81696,-18.27939
5291,00:45.0,25.972283,52.094983
5291,03:45.0,26.00108,52.08389
5091,23:00.0,0.545153,-5.646245
5291,51:47.0,26.01072,52.08322
5091,48:00.0,0.55137,-5.729155
5291,29:28.0,26.00815,52.08335
5291,32:34.0,26.00895,52.08322
5091,39:31.0,17.84859,-18.27799
5291,48:47.0,26.01058,52.08303
5091,32:00.0,0.547295,-5.677444
5291,54:46.0,26.01082,52.08318
5291,57:46.0,26.01068,52.08315
5291,36:45.0,26.00998,52.08303
5291,39:45.0,26.01037,52.08293
5091,37:02.0,17.8399,-18.27839
5091,33:00.0,14.81363,-18.43553
5091,43:22.0,17.86183,-18.27737
5291,26:45.0,26.00745,52.0835
5091,10:38.0,0.525842,-5.405
5091,49:22.0,17.88252,-18.27644
5091,45:41.0,17.8698,-18.27696
5091,08:39.0,0.52526,-5.39845
5291,57:43.0,25.99885,52.084
5291,09:47.0,26.01067,52.0833
5291,00:47.0,26.01057,52.08308
5291,33:28.0,21.95588,64.97894
5091,50:32.0,17.88649,-18.27628
5091,12:04.0,36.16379,-5.41749
5091,59:18.0,18.77849,-93.1537
5091,54:00.0,0.553065,-5.750655
5291,12:47.0,26.01073,52.0833
5291,27:48.0,26.01075,52.08337
5091,58:33.0,17.91427,-18.27512
5291,42:48.0,26.01078,52.08345
5091,53:17.0,0.5375,-5.548413
5291,22:47.0,1.26205,103.9049
5091,55:42.0,17.90447,-18.27556
5291,00:45.0,26.01087,52.0836
5291,12:47.0,26.01093,52.08358
5091,52:00.0,0.56762,-5.942512
5091,12:00.0,0.573003,-6.013097
5291,58:09.0,24.14338,122.83245
5291,03:20.0,24.22932,122.6506
5091,39:36.0,26.09987,-79.40196
5291,54:38.0,21.90545,65.0351
5091,23:55.0,26.06099,-79.42474
5091,01:50.0,17.92575,-18.27462
5291,48:46.0,26.011,52.08372
5091,37:40.0,14.79736,-18.43635
5291,33:49.0,26.01097,52.08372
5091,59:30.0,17.91771,-18.27497
5291,57:48.0,26.01108,52.08382
5091,21:23.0,0.559967,-5.840352
5291,24:49.0,26.01077,52.08322
5091,20:34.0,17.782102,-18.28124
5091,03:09.0,17.9303,-18.27447
5091,06:40.0,17.94254,-18.27386
5291,09:47.0,26.01107,52.08382
5091,12:51.0,17.96409,-18.27272
5291,51:46.0,26.01103,52.08382
5291,54:46.0,26.01107,52.08393
5291,39:46.0,26.01048,52.0829
5291,42:48.0,26.0107,52.0832
5291,45:48.0,26.0108,52.08345
5291,27:48.0,26.01053,52.08277
5291,30:48.0,26.01042,52.08261
5091,09:19.0,17.95172,-18.27342
4378,38:32.0,-28.735533,32.677767
5291,33:46.0,26.01052,52.08257
5091,43:44.0,14.78376,-18.43694
5291,57:48.0,26.01117,52.08393
5291,06:46.0,26.01127,52.08408
5091,55:44.0,0.585018,-6.173002
5091,50:24.0,0.58351,-6.153652
5091,19:20.0,17.98684,-18.27156
5291,18:48.0,26.01127,52.08407
5091,15:10.0,17.9722,-18.27227
5291,30:46.0,26.01093,52.08355
5291,48:47.0,26.01068,52.0834
5091,21:49.0,17.99559,-18.27112
5091,24:11.0,18.00387,-18.27073
5091,21:04.0,36.16389,-5.417545
5291,03:47.0,26.01113,52.08398
5091,27:20.0,18.01515,-18.27018
5091,47:39.0,14.762,-18.43815
5291,21:48.0,26.01125,52.08401
5291,33:47.0,26.01125,52.08401
5091,54:24.0,0.58527,2.432835
5091,54:00.0,0.634757,-6.821713
5091,01:00.0,0.63671,-6.846238
5091,30:59.0,18.02815,-18.26962
5091,33:09.0,18.03586,-18.26926
5291,54:48.0,26.0111,52.08393
5091,28:30.0,18.01931,-18.27
5291,21:47.0,26.01105,52.08389
5291,00:45.0,26.01113,52.08393
5091,32:04.0,0.611883,-6.523095
5091,36:49.0,18.04879,-18.26844
5091,33:06.0,36.16386,-5.417523
5091,43:42.0,25.79762,-79.56433
5291,06:46.0,26.0111,52.08393
5091,38:21.0,18.05408,-18.26822
5291,42:45.0,26.01093,52.08372
5291,51:48.0,26.01088,52.08357
5091,44:26.0,18.07528,-18.26729
5091,36:00.0,0.646358,-6.974922
5091,43:10.0,18.07117,-18.26747
5291,27:49.0,26.01103,52.08387
5091,53:42.0,14.74673,-18.4388
5091,54:56.0,4.006945,7.78795
5291,30:46.0,26.01098,52.0838
5091,07:50.0,0.621683,-6.65421
5291,15:47.0,26.01055,52.08298
5291,18:48.0,26.0105,52.08287
5091,51:12.0,18.09922,-18.26613
5091,43:08.0,0.63169,-6.781448
5291,21:45.0,26.01048,52.08277
5291,27:46.0,26.01043,52.08253
5291,06:45.0,26.01065,52.08323
5091,48:50.0,18.09097,-18.26656
5291,43:11.0,24.16858,122.7825
5091,18:00.0,0.657955,-7.130239
5091,52:00.0,0.667525,-7.255037
5091,42:05.0,36.16371,-5.41739
5291,54:45.0,26.01035,52.08187
5091,55:00.0,18.11262,-18.26545
5291,30:46.0,26.01043,52.08243
5291,48:45.0,26.0103,52.08197
5091,59:49.0,18.12943,-18.2646
5091,01:00.0,18.13353,-18.26453
5091,59:28.0,14.71902,-18.44003
5091,45:06.0,0.632267,-6.788743
5091,58:32.0,18.12476,-18.26476
5091,03:29.0,18.14226,-18.26421
5291,06:45.0,26.01035,52.08177
5291,18:48.0,26.01038,52.08148
5291,36:46.0,26.0104,52.08121
5091,23:07.0,0.659477,-7.1492
5291,48:48.0,26.01038,52.08132
5091,01:25.0,17.924602,-18.274663
5091,09:30.0,18.1632,-18.26322
5291,24:47.0,26.01037,52.08193
5091,48:47.0,36.16378,-5.41743
5291,12:45.0,26.01037,52.08205
5091,06:50.0,18.15388,-18.26354
5091,00:11.0,14.71677,-18.44012
5091,18:41.0,18.1951,-18.26165
5091,21:43.0,17.995593,-18.271118
5091,26:00.0,0.676973,-7.379093
5091,27:01.0,0.677225,-7.382102
5091,28:22.0,0.677558,-7.386903
5091,25:00.0,18.21697,-18.26043
5291,15:47.0,26.01035,52.08216
5291,24:46.0,26.01038,52.08198
5291,30:47.0,26.01035,52.08162
5291,36:49.0,26.01038,52.08147
5291,27:47.0,26.01035,52.08182
5291,56:48.0,1.26192,103.90508
5291,43:06.0,30.85043,123.8749
5291,53:10.0,24.15188,122.8159
5091,21:10.0,18.20365,-18.26118
5091,27:20.0,18.22504,-18.26006
5291,48:48.0,26.01032,52.08168
5291,15:46.0,26.01035,52.082167
5291,45:48.0,26.01037,52.08158
5091,04:00.0,0.720863,-7.949145
5291,54:46.0,26.01033,52.08185
5091,28:39.0,18.22962,-18.2599
5091,02:48.0,14.70701,-18.44057
5091,31:00.0,18.23778,-18.25955
5291,30:46.0,26.0103,52.08188
5091,33:02.0,18.24477,-18.25898
5291,18:46.0,26.01037,52.08167
5291,59:00.0,24.1419,122.8353
5091,51:04.0,36.16379,-5.417479
5291,00:49.0,26.01043,52.0826
5291,09:45.0,26.01045,52.08273
5291,39:45.0,26.01037,52.08218
5091,42:45.0,26.10781,-79.39777
5091,38:59.0,18.26539,-18.25782
5091,37:51.0,18.26134,-18.25801
5291,45:48.0,26.01058,52.08303
5091,17:50.0,0.708567,-7.783812
